prompt_id,question,domain_canonical,domain_inconsistent,adversarial,dataset,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,hall_rate_merged,p_halluc,score_mean,score_std,len_mean,len_std,H_sem,D_cos,D_cos_var,D_pair,K,sig2_S,label
triviaqa_00084_t1.0,Which of the Noble Gases takes its name from the Greek for 'hidden' ?,STEM,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0,-1.4428232973175175e-12,-2.384185791015625e-07,0.0,-2.384185791015625e-07,1,1.4210854715202004e-14,1
triviaqa_00085_t1.0,Which popular newsreader resigned from ITN in 1979?,Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.65,0.4769696007084729,12.9,2.1189620100417095,3.5464393446522595,0.32831132411956787,0.007582480553537607,0.5777204632759094,13,0.026972748339176178,1
triviaqa_00086_t1.0,Which play by Sir Peter Shaffer was made into a film with Tom Hulce in the title role?,Humanities,False,False,triviaqa,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.5,1.2041594578792296,5.2,0.6,0.4689955935863958,0.07456134259700775,0.04278291016817093,0.15111945569515228,2,0.0976920947432518,1
triviaqa_00087_t1.0,In which city was the wheelchair bound Robert Ironside Chief of detectives?,Social Sciences,True,False,triviaqa,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.85,1.1521718621802912,13.65,9.248107914595288,3.1464393446537025,0.26949161291122437,0.03968392685055733,0.49090301990509033,12,0.06509189307689667,1
triviaqa_00088_t1.0,What is the name of the UK Women's Prize for Fiction?,Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,32.55,6.8005514482282985,1.5437519544147311,0.07489893585443497,0.0036050397902727127,0.1517767310142517,4,0.015073895454406738,1
triviaqa_00089_t1.0,What is the name of the assembly of cardinals for the election of a pope?,Religion & Philosophy,True,False,triviaqa,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,18.45,6.888214572732182,1.1883763717301792,0.21290867030620575,0.018779803067445755,0.4005131721496582,3,0.1405160129070282,0
triviaqa_00090_t1.0,Who dated actress Elizabeth Hurley between 2000 and 2001 and denied he was the father of her son born in 2002 before a DNA test proved otherwise?,Humanities,True,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,18.4,31.396496619845976,2.070950594443127,0.21294145286083221,0.0538671612739563,0.40056702494621277,8,0.0986960232257843,1
triviaqa_00091_t1.0,Which famous racehorse won Australia’s Melbourne Cup in 1930?,STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,-1.4428232973175175e-12,-1.1920928955078125e-07,0.0,-2.384185791015625e-07,1,1.4210854715202004e-14,0
triviaqa_00092_t1.0,The John Brown Shipyard is/was on which river?,STEM,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.4,0.48989794855663565,10.55,2.71062723368596,3.0414460711510944,0.32796013355255127,0.011488230898976326,0.577223539352417,10,0.04576048254966736,1
triviaqa_00093_t1.0,The expression 'Go West' originally (mid-1800s) encouraged people to move from/within?,Social Sciences,False,False,triviaqa,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.95,1.4309088021254186,29.2,17.943243853885505,2.163865121942198,0.12146512418985367,0.004607136361300945,0.24018576741218567,6,0.017559396103024483,0
triviaqa_00094_t1.0,What was the name of the World War I fighter ace nicknamed the Red Baron?,STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,22.9,3.923009049186606,0.28639695711307084,0.0072774142026901245,0.0009097227593883872,0.015265095978975296,2,0.002097153104841709,0
triviaqa_00095_t1.0,What is the name of the island in Norway where over 80 people lost their lives to a gunman on 22nd July?,Social Sciences,False,False,triviaqa,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.8,0.8717797887081349,7.1,5.838664230797999,1.3917601481723174,0.11633525043725967,0.038649845868349075,0.23067030310630798,6,0.07696603238582611,0
triviaqa_00096_t1.0,"In a famous and popular series of books, what rests on the back of four giant elephants?",Literature,True,False,triviaqa,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.8,0.8717797887081347,56.2,55.017815296501915,3.9841837197546632,0.2844875752925873,0.00825587473809719,0.5137283205986023,17,0.03352176398038864,1
triviaqa_00097_t1.0,In the Charles Dickens novel ‘Oliver Twist’ what is the name of Bill Sykes dog?,Literature,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.2,0.4,16.5,20.48780124854788,3.4219280948686066,0.4240456521511078,0.011281519196927547,0.7034490704536438,13,0.047496579587459564,1
triviaqa_00098_t1.0,The Tour de France always ends in Paris. In what European city did it begin this year?,Social Sciences,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.7,0.45825756949558394,16.4,19.210413842496994,3.1016094970417147,0.4014333188533783,0.02527904137969017,0.6754927039146423,12,0.07615011930465698,1
triviaqa_00099_t1.0,"Which town stands on the River Aare, between the lakes of Brienz and Thun?",Geography,True,False,triviaqa,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,9.7,1.3076696830622023,0.28639695711307084,0.03669854253530502,0.023849578574299812,0.07584257423877716,2,0.051768869161605835,0
triviaqa_00100_t1.0,"What is a name for a type of private club in city outskirts or rural areas that usually offers a variety of recreational sports facilities such as golf, tennis, swimming and polo?",Social Sciences,False,False,triviaqa,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,11.8,0.6782329983125268,0.5689955935849532,0.03084557317197323,0.00752383004873991,0.06393639743328094,3,0.01729692704975605,0
triviaqa_00101_t1.0,Which month of the year came second in the Roman calendar?,Humanities,False,False,triviaqa,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.75,1.299038105676658,18.35,41.85005973711388,2.080482023711742,0.12834763526916504,0.010873721912503242,0.25286543369293213,7,0.031602684408426285,1
triviaqa_00102_t1.0,"Introduced in 1894 and one of the world's oldest trademarks, Bibendum is better known as what?",STEM,False,False,triviaqa,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.8,0.8717797887081349,12.6,5.102940328869229,0.9917601481766455,0.12810568511486053,0.022964976727962494,0.25242167711257935,3,0.07522914558649063,0
triviaqa_00103_t1.0,How many ‘Triangles’ are there on the logo of car manufacturer BMW?,Other,True,False,triviaqa,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.85,0.8529361054615991,12.9,36.807472067502815,2.321928094877263,0.1785261631011963,0.026390116661787033,0.34229540824890137,7,0.056280769407749176,1
triviaqa_00104_t1.0,"What is the next in the series: 1, 16, 81, 256, 625 ?",STEM,False,False,triviaqa,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.25,1.2196310917650468,5.2,2.0149441679609885,1.9232196723282944,0.1918591856956482,0.02948901616036892,0.36516690254211426,5,0.0763648971915245,1
triviaqa_00105_t1.0,"""In the film of the same name, what was the name of """"The Hustler""""?""",Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,11.3,1.3076696830622023,0.28639695711307084,0.034351032227277756,0.02084432914853096,0.07107608765363693,2,0.045466288924217224,1
triviaqa_00106_t1.0,"Which businessman on his elevation to the House of Lords, by Gordon Brown, in 2000, took the title Baron of Clapton?",Law & Business,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,41.95,94.1665943952525,3.7414460711424384,0.32967743277549744,0.016629913821816444,0.5796499848365784,16,0.03226795792579651,1
triviaqa_00107_t1.0,"Which 19th century British novelist, who worked as a Surveyor for the Post Office, was reputedly instrumental in the introduction of the pillar box in 1852?",Humanities,False,False,triviaqa,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,3.2,1.98997487421324,16.6,3.6249137920783716,1.9814963295200192,0.2403748333454132,0.03296631574630737,0.4452310800552368,6,0.09385808557271957,0
triviaqa_00108_t1.0,Mrs Darrell Waters books were translated into 120 languages. What was her pen name?,Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.2,0.4,49.85,77.62427133313393,4.121928094861394,0.30613547563552856,0.008154217153787613,0.5458441376686096,18,0.019687838852405548,1
triviaqa_00109_t1.0,"What is the name of the neo-Norman fantasy castle situated close to Bangor, between Snowdonia and the Menai strait ? It was built in the early 19th century by a family who made their money from sugar and Welsh slate, and is now in the care of the National Trust.",Humanities,False,False,triviaqa,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.35,0.9096702699330126,20.7,20.196781921880522,1.9709505944445698,0.15919706225395203,0.043850310146808624,0.30847424268722534,7,0.08684901148080826,1
triviaqa_00110_t1.0,"What noted English chemist and physicist, born on Sept 22, 1791, is responsible for the electromagnet and has the SI unit of capacitance named for him?",STEM,False,False,triviaqa,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,4.65,1.061838029079765,15.1,0.30000000000000004,0.4689955935863958,0.054745256900787354,0.022564474493265152,0.11209852993488312,2,0.05375463515520096,0
triviaqa_00111_t1.0,"In 1986, whilst facing England which West Indian batsman scored the fastest ever Test century in just 56 balls?",STEM,False,False,triviaqa,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,4.3,1.4177446878757827,15.75,6.692346374777683,1.0219280948815916,0.09560619294643402,0.031698405742645264,0.1916545033454895,4,0.06972409039735794,0
triviaqa_00112_t1.0,"In November 1935, which British prime minister returned to office after a general election?",History,False,False,triviaqa,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.8,1.4696938456699067,16.3,1.791647286716892,1.2954618442339936,0.20101961493492126,0.019386939704418182,0.3806636929512024,3,0.1121886670589447,0
triviaqa_00113_t1.0,The Suez Canal joins the Red Sea and which other body of water?,STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.25,2.0463381929681126,-1.4428232973175175e-12,0.02762020006775856,0.0010861906921491027,0.0573449470102787,1,0.004273040685802698,0
triviaqa_00114_t1.0,Which “Thom” is Radiohead’s lead singer and principal songwriter?,Humanities,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,-1.4428232973175175e-12,0.0,0.0,0.0,1,0.0,0
triviaqa_00115_t1.0,What was the name of the type of art particularly associated with Salvador Dali?,Humanities,False,False,triviaqa,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15,4.7,0.714142842854285,10.0,0.0,-1.4428232973175175e-12,0.016516830772161484,0.0010661100968718529,0.034485090523958206,1,0.0032411995343863964,0
triviaqa_00116_t1.0,Coxa is the medical name for which joint of the human body?,Medicine & Health,False,False,triviaqa,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.6,1.9078784028338915,6.45,3.470950878361721,1.7199730940162041,0.16222019493579865,0.004704184364527464,0.3138159215450287,4,0.05818365141749382,0
triviaqa_00117_t1.0,"G-BOAG, G-BOAC, and F-BVFC and the tragic F-BTSC designated what iconic 20thC invention?",STEM,False,False,triviaqa,20,15,5,0,20,0.75,0.25,0.0,0.25,0.25,0.25,4.2,1.4000000000000001,11.95,5.23903617090014,1.1540157730670293,0.18454651534557343,0.05834228917956352,0.3526691496372223,4,0.1368308961391449,0
triviaqa_00118_t1.0,The painting 'Faithful Unto Death' can be found in Liverpool's Walker Art Gallery. Who painted it?,Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.55,0.49749371855331,17.45,5.380288096375509,3.6219280948671635,0.3559877276420593,0.00793328694999218,0.6160507202148438,14,0.029128460213541985,1
triviaqa_00119_t1.0,What country does Waterford crystal come from?,Social Sciences,True,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,-1.4428232973175175e-12,-1.1920928955078125e-07,0.0,5.960464477539063e-08,1,0.0,0
triviaqa_00120_t1.0,What boy with a girl's name was sung about by Johnny Cash?,Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.7,0.45825756949558394,29.85,39.56169232982836,3.2464393446537025,0.3864499628543854,0.03229939937591553,0.6563748121261597,12,0.07598774135112762,1
triviaqa_00121_t1.0,"What was the name of the character played by Michael Caine in a total of five films, the first of which was ‘The Ipcress File’?",STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,0.0,-1.4428232973175175e-12,0.0,0.0,1.1920928955078125e-07,1,3.552713678800501e-15,0
triviaqa_00122_t1.0,How many times did Actress Zsa Zsa Gabor marry?,Humanities,False,False,triviaqa,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,4.7,0.9,9.3,10.959470790143108,1.6783898247163065,0.1251090168952942,0.0048346929252147675,0.24691152572631836,5,0.030122922733426094,0
triviaqa_00123_t1.0,"What famed British naturalist, born on Feb 12, 1809, wrote a book famously subtitled ""the Preservation of Favoured Races in the Struggle for Life""?",Humanities,True,False,triviaqa,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,14.65,2.1277922830953213,0.28639695711307084,0.03184106573462486,0.012759623117744923,0.06596667319536209,2,0.028061719611287117,0
triviaqa_00124_t1.0,Which English producer and screenwriter is responsible for the creation of the fictional school Grange Hill ?,Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,14.7,15.36587127370264,3.8841837197561055,0.3033878207206726,0.01501009613275528,0.5418227314949036,16,0.03186134621500969,1
triviaqa_00125_t1.0,Yukio Hatoyama was sworn in as the sixtieth prime minister of which country?,Social Sciences,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,-1.4428232973175175e-12,0.0,0.0,-1.1920928955078125e-07,1,0.0,0
triviaqa_00126_t1.0,"""In economics, whose law states that, """"Bad Money Drives Out Good""""?""",Social Sciences,False,False,triviaqa,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.45,1.2031209415515964,17.6,33.83991725758206,3.8841837197561055,0.40614262223243713,0.018329912796616554,0.681403636932373,16,0.04121013358235359,1
triviaqa_00127_t1.0,Which South African fast bowler had the nickname White Lightning,STEM,True,False,triviaqa,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,4.3,1.4177446878757827,17.75,24.1699710384601,1.1219280948801489,0.11947198212146759,0.049883197993040085,0.2364952117204666,5,0.09686960279941559,0
triviaqa_00128_t1.0,Clyde Tombaugh discovered which celestial object in our solar system in 1930?,STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.15,5.0127337850717755,0.28639695711307084,0.012096479535102844,0.0025259279645979404,0.025312086567282677,2,0.005766527261584997,0
triviaqa_00129_t1.0,Who created the ‘A’ Line in 1955?,Humanities,True,False,triviaqa,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,4.6,1.2,14.2,0.6,0.4689955935863958,0.06615280359983444,0.03336304798722267,0.1346624195575714,2,0.07757312804460526,0
triviaqa_00130_t1.0,"Who designed the red telephone box, which first appeared in London in 1926?",Humanities,True,False,triviaqa,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.8,0.8717797887081349,19.75,2.5074887836239665,0.28639695711307084,0.03644585236907005,0.017877554520964622,0.07533000409603119,2,0.038949381560087204,0
triviaqa_00131_t1.0,What is the family home of the Spencer family for over 500 years?,Humanities,False,False,triviaqa,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.15,1.5256146302392357,11.2,3.0099833886584824,2.2282129458337883,0.3207678496837616,0.004187277052551508,0.566993236541748,5,0.08854345977306366,1
triviaqa_00132_t1.0,What 17th- and 18th-century weapon was a short flintlock gun with a large bore?,STEM,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,6.45,1.2031209415515967,0.5689955935849532,0.04210942983627319,0.01520090363919735,0.08678479492664337,3,0.03272387385368347,1
triviaqa_00133_t1.0,With which pop group is Lou Reed associated?,Humanities,True,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,22.0,0.0,-1.4428232973175175e-12,0.0,0.0,-2.384185791015625e-07,1,1.4210854715202004e-14,0
triviaqa_00134_t1.0,The word sacerdotal means relating to what?,Humanities,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,4.679743582719036,1.2567796494412689,0.06355001777410507,0.0032834969460964203,0.12953823804855347,4,0.01148377824574709,0
triviaqa_00135_t1.0,"What is the climate change agreement aimed at stabilizing greenhouse gas levels in the atmosphere, named after the Japanese city in which participating nations agreed its framework in 1997?",STEM,True,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.25,3.7399866309921483,0.609840304713515,0.030101370066404343,0.002903725253418088,0.062417466193437576,2,0.008673536591231823,0
triviaqa_00136_t1.0,H'Angus the Monkey is the mascot of which English football club?,Social Sciences,True,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.3,0.45825756949558394,24.55,39.456906873195216,3.0709505944387985,0.2516971230506897,0.015099910087883472,0.4632028639316559,11,0.03875032067298889,1
triviaqa_00137_t1.0,What is the name of the line separating the numerator and denominator of a fraction if it is written as a diagonal line?,STEM,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.35,0.4769696007084729,19.95,27.99370464943859,3.3086949695440864,0.3919712007045746,0.024014750495553017,0.6634747385978699,13,0.05788657069206238,1
triviaqa_00138_t1.0,"Which Spaniard, from 1518, overcame Montezuma, captured Mexico City and became Governor-General of much of Mexico?",Humanities,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.2,0.6,0.4689955935863958,0.02819870039820671,0.005331764928996563,0.05852842703461647,2,0.012850935570895672,0
triviaqa_00139_t1.0,"What kind of singing, from the Italian for Manner of the Church, features singers without any musical accompaniment?",Humanities,False,False,triviaqa,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.3,0.9,13.75,2.6052830940226053,1.054015773068472,0.09377157688140869,0.025964561849832535,0.18815770745277405,3,0.06006360799074173,1
triviaqa_00140_t1.0,Gwyl San Steffan is the name for 26th December (St Stephen's Day or Boxing Day) in which country?,Humanities,True,False,triviaqa,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,6.4,3.2,0.609840304713515,0.04750294238328934,0.008138342760503292,0.09763085097074509,2,0.023301204666495323,0
triviaqa_00141_t1.0,What was the name of the home of the Norse gods?,Humanities,True,False,triviaqa,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.5,1.5,7.0,1.0,0.9999999999971146,0.1805686503648758,3.774758283725532e-15,0.3458239436149597,2,0.10763447731733322,0
triviaqa_00142_t1.0,"Name the year in which Driving Miss Daisy won the Best Picture Oscar, Mikhail Gorbachev is elected as the first executive President of the Soviet Union and Iraq invaded Kuwait?",Social Sciences,False,False,triviaqa,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.45,1.0712142642814275,5.3,3.9127995093027703,1.3190352743330953,0.04864944890141487,0.004041324369609356,0.09992864727973938,4,0.010812200605869293,1
triviaqa_00143_t1.0,Which golf club is designed to hit the ball the furthest distance?,STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,-1.4428232973175175e-12,0.0,0.0,-1.1920928955078125e-07,1,0.0,0
triviaqa_00144_t1.0,Which world war 2 German SS captain and Gestapo member was known as ‘The Butcher of Lyon”?,Humanities,False,False,triviaqa,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.45,1.8834808201837363,18.6,27.916661691541847,3.2464393446537025,0.31455832719802856,0.009974131360650063,0.5580736398696899,12,0.04350414127111435,1
triviaqa_00145_t1.0,Star Trek: TOS was cancelled in 1969 after how many years on the air?,STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.2,0.8717797887081346,-1.4428232973175175e-12,0.006403586361557245,0.0007037811446934938,0.013437960296869278,1,0.001625258824788034,0
triviaqa_00146_t1.0,Precisely where were the Winter Olympics of 1932 and 1980 both held?,Social Sciences,True,False,triviaqa,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,4.65,1.061838029079765,13.85,5.17952700543206,0.4689955935863958,0.09238281100988388,0.032921068370342255,0.18550631403923035,2,0.07501527667045593,0
triviaqa_00147_t1.0,"Starting 30 years of conflict, the Eritrean War of Independence broke out on Sept 1, 1961, as Eritrean separatists fought for independence from what country?",Social Sciences,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.05,0.21794494717703367,-1.4428232973175175e-12,0.001550421118736267,4.106456981389783e-05,0.0032619654666632414,1,9.575672447681427e-05,0
triviaqa_00148_t1.0,The male lead roll was played by whom in the 2001 film Moulin Rouge?,Humanities,False,False,triviaqa,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,4.25,1.5124483462254175,22.75,20.07205769222478,1.656779649436941,0.12179257720708847,0.03206182271242142,0.24079179763793945,7,0.06359872967004776,0
triviaqa_00149_t1.0,Who was the founder of the 'Mormon Church'?,Humanities,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.55,1.3219304066402287,-1.4428232973175175e-12,0.009168031625449657,0.0003330105100758374,0.019212206825613976,1,0.0009878481505438685,0
triviaqa_00150_t1.0,Which duo had a hit album entitled Sweet Dreams (Are Made of This)?,Entertainment,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,-1.4428232973175175e-12,-1.1920928955078125e-07,0.0,-2.384185791015625e-07,1,1.4210854715202004e-14,0
triviaqa_00151_t1.0,"In Greek mythology, how many heads does Cerberus, the dog who guards the entrance to Hades, usually have?",Humanities,True,False,triviaqa,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,7.0,11.55854662143991,0.28639695711307084,0.043449871242046356,0.012414321303367615,0.0894862562417984,2,0.027474412694573402,0
triviaqa_00152_t1.0,In which South American country does Angostura Bitters originally come from?,Social Sciences,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,-1.4428232973175175e-12,0.0,0.0,2.980232238769531e-07,1,5.684341886080802e-14,0
triviaqa_00153_t1.0,Which was the first commercial jet airliner to go into service in the UK?,STEM,False,False,triviaqa,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,4.7,0.9,17.6,1.9595917942265424,0.5689955935849532,0.04493649676442146,0.016518693417310715,0.0924774557352066,3,0.035770028829574585,0
triviaqa_00154_t1.0,In which field of the arts has American born Annie Leibovitz achieved fame?,Humanities,False,False,triviaqa,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15,4.6,0.9695359714832658,11.65,2.8857408061016154,0.9219280948830342,0.060502469539642334,0.011018438264727592,0.12352041155099869,3,0.03037448413670063,0
triviaqa_00155_t1.0,Which 18th century stately home is situated one mile south of Woodstock in Oxfordshire?,Humanities,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.65,1.525614630239236,0.28639695711307084,0.009555786848068237,0.0015721708768978715,0.020021433010697365,2,0.0036076440010219812,0
triviaqa_00156_t1.0,In the Bible who was the mother of King Solomon?,Humanities,False,False,triviaqa,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.3,3.9,1.7,35.35,74.77049886151622,2.1149798205078247,0.21210794150829315,0.032372523099184036,0.39918556809425354,6,0.09108616411685944,0
triviaqa_00157_t1.0,Glenn Miller played which musical instrument?,Entertainment,True,False,triviaqa,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,8.75,1.840516231930596,1.8577174691243776,0.14960290491580963,0.0035014834720641375,0.2913947105407715,4,0.030246272683143616,1
triviaqa_00158_t1.0,"On July 4,1817, construction began on what canal, linking the Great Lakes to the Hudson River, and ultimately, the Atlantic ocean?",STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.55,3.2476914878109957,0.9340680553726057,0.05708584189414978,0.0011668798979371786,0.11675037443637848,2,0.012455504387617111,0
triviaqa_00159_t1.0,What was the name of the family in the 1960s TV series `Upstairs Downstairs'?,Humanities,False,False,triviaqa,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.2,1.8330302779823362,17.65,7.792785124716323,3.0016094970431575,0.24596397578716278,0.036952923983335495,0.45413661003112793,11,0.0729949027299881,0
triviaqa_00160_t1.0,Franco Alfano completed which Puccini opera after the composers death in 1924?,Humanities,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.05,0.21794494717703367,-1.4428232973175175e-12,0.0011036067735403776,2.079645673802588e-05,0.0023225187323987484,1,4.853939390159212e-05,0
triviaqa_00161_t1.0,"Nostradamus “Bull” Shannon, who also wrote a children’s book entitled Puff the Flesh Eating Dragon, was a bailiff on what long running NBC comedy?",Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.15,0.3570714214271425,42.2,104.56175208937539,1.8166422780855538,0.19316163659095764,0.07622179388999939,0.3673807680606842,7,0.1291990429162979,1
triviaqa_00162_t1.0,Over how many complete furlongs is the Chester Cup now run?,Sports,True,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,10.35,18.55336896630906,3.208694969546972,0.3282028138637543,0.018406201153993607,0.5775666832923889,11,0.0679803416132927,1
triviaqa_00163_t1.0,"Quantrill's Raiders, a loosely organised force of Partisan rangers under the leadership of William Clarke Quantril, fought in which war?",Social Sciences,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18.25,1.0897247358851685,-1.4428232973175175e-12,0.00368253281340003,0.00023211142979562283,0.0077383918687701225,1,0.0005389625439420342,0
triviaqa_00164_t1.0,Which 1962 ecological classic was written by Rachel Carson?,STEM,True,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.3,10.02546757014355,0.28639695711307084,0.02185690402984619,0.00832957960665226,0.04551243036985397,2,0.018641941249370575,0
triviaqa_00165_t1.0,In which year did St George die?,History,True,False,triviaqa,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,8.2,7.909487973314075,0.8475846798188033,0.07398835569620132,0.024399857968091965,0.15000268816947937,4,0.050969287753105164,0
